SUBBLDG_ID,BLDG_ID,ADD_ID,NAME,NOTES,CLASS_CODE,REC_IDS,BLDG_USE,GBA,BLDG_TYPE,GREEN_STATUS,PLACENAME,PLACENAME2,PLACENAME3,PLACENAME4,ABBREVIATEDPLACENAME,BUILDING_SHORTCODE,FULLADDRESS,MUNINAME,PROVINCE,POSTALCODE
ACAP12,ACAP,NOT_JOINED,Acadia Housing 2-9,GBA from OSIS,,009-09,,411,Townhouses,,,,,,,,,,,
ACAP17,ACAP,NOT_JOINED,Acadia Housing 2-14,GBA from OSIS,,009-14,,925,Townhouses,,,,,,,,,,,
ACAP30,ACAP,NOT_JOINED,Acadia Housing 3-1,GBA from OSIS,,010-01,,432,Townhouses,,,,,,,,,,,
ACAP29,ACAP,NOT_JOINED,Acadia Housing 2-26,GBA from OSIS,,009-26,,396,Townhouses,,,,,,,,,,,
ACAP24,ACAP,NOT_JOINED,Acadia Housing 2-21,GBA from OSIS,,009-21,,380,Townhouses,,,,,,,,,,,
BEBC01,BEBC,AD-161,Beaty Musuem,Museum GBA 349 m,,314,,349,Section,,Beaty Biodiversity Musuem,Beaty Biodiversity Musuem,Beaty,Beaty Biodiversity Musuem,,,2212 Main Mall,Vancouver,BC,V6T 1Z4
BEBC02,BEBC,AD-161,Beaty Research Centre,Research Centre GBA 11712 m,,314,,11712,Section,,,,,,,,,,,
BIOL02,BIOL,AD-111,Bio Sciences - North,,BIOL,066,,5424,Section,,BioSciences North Wing,North,BioSciences,North,,,6270 University Boulevard,Vancouver,BC,V6T 1Z4
BIOL03,BIOL,AD-111,Bio Sciences - South,RENEW,BIOL,068,,5441,Section,LEED Gold,BioSciences South Wing,South,BioSciences,South,,,6270 University Boulevard,Vancouver,BC,V6T 1Z4
BIOL01,BIOL,AD-111,Bio Sciences - West,RENEW,BIOL,065,,7846,Section,LEED Gold,BioSciences West Wing,West,BioSciences,West,,,6270 University Boulevard,Vancouver,BC,V6T 1Z4
BRCK02,BRCK,AD-121,Brock Hall East Wing,,BRCK,112-1,ADMIN,11428,Section,,,,Brock Hall  ,,,,1874 East Mall,Vancouver,BC,V6T 1Z1
BRCK01,BRCK,AD-121,Brock Hall West Wing,,BRCK,112,ADMIN,11428,Section,,,,Brock Hall  ,,,,1874 East Mall,Vancouver,BC,V6T 1Z1
BUCH01,BUCH,AD-123,Buchanan A,RENEW,BUCH,121-1,,3020,Section,LEED Gold,Buchanan A,A,Buchanan,A,,,1866 Main Mall,Vancouver,BC,V6T 1Z1
BUCH02,BUCH,AD-123,Buchanan B,RENEW,BUCH,121-2,,4867,Section,LEED Gold,Buchanan B,B,Buchanan,B,,BUCH,1866 Main Mall,Vancouver,BC,V6T 1Z1
BUCH03,BUCH,AD-123,Buchanan C,RENEW,BUCH,121-3,,2773,Section,LEED Gold,Buchanan C,C,Buchanan,C,,BUCH,1866 Main Mall,Vancouver,BC,V6T 1Z1
BUCH04,BUCH,AD-123,Buchanan D,RENEW,BUCH,122-1,,4681,Section,LEED Gold,Buchanan D,D,Buchanan,D,,BUCH,1866 Main Mall,Vancouver,BC,V6T 1Z1
BUCH05,BUCH,AD-123,Buchanan E,,BUCH,122-2,,2025,Section,,Buchanan E,E,Buchanan,E,,BUCH,1866 Main Mall,Vancouver,BC,V6T 1Z1
CACP01,CACP,AD-247,C&CP,,,643,,937,Section,,C&CP 1,1,C&CP,,,,2210 West Mall,Vancouver,BC,V6T 1Z4
CACP02,CACP,AD-247,C&CP2,,,029,,452,Section,,C&CP 2,2,C&CP,,,,2210 West Mall,Vancouver,BC,V6T 1Z4
CARY01,CARY,AD-72,Carey Centre,,,807,,,Section,,,,,,,,,,,
CARY02,CARY,AD-72,Carey College,,,806,,343,Section,,Carey Theological College,Carey Theological College,Carey College,Carey Theological College,,,1815 Wesbrook Mall,Vancouver,BC,V6T 1J6
SQSH,SQSH,AD-180,Cecil Green Squash Court,,SQSH,422,ADMIN,219,Section,,,,,,,,,,,
CHHS07,CHHS,AD-79,Chancellor Cityhomes,,,830-1,,,Townhouses,,,,,,,,,,,
CHAH02,CHAH,AD-322,Chancellor Hall - TH,,,823,,,Townhouses,,,,,,,,,,,
CHAH01,CHAH,AD-322,Chancellor Hall Apartments,,,824,,,Lowrise,,,,,,,,,,,
CHEM02,CHPH,AD-125,Chemistry A,,CHEM,447,,7631,Section,,A Chemistry Physics,A Chemistry Physics,Chemistry Physics Building,A Chemistry Physics,,,6221 University Boulevard,Vancouver,BC,V6T 1Z1
CHHS01,CHHS,AD-79,Chancellor House Apartments,,,830,,,Lowrise,,,,,,,,,,,
CHHS05,CHHS,AD-79,Chancellor Row Duplex 1,,,833,,,Townhouses,,,,,,,,,,,
CHHS06,CHHS,AD-79,Chancellor Row Duplex 2,,,834,,,Townhouses,,,,,,,,,,,
CHHS00,CHHS,AD-79,Chancellor Row Duplex 3,,,835,,,Townhouses,,,,,,,,,,,
CHHS02,CHHS,AD-79,Chancellor TH 2,,,830-2,,,Townhouses,,,,,,,,,,,
CHHS03,CHHS,AD-79,Chancellor TH 3,,,830-3,,,Townhouses,,,,,,,,,,,
CHHS04,CHHS,AD-79,Chancellor TH 4,,,830-4,,,Townhouses,,,,,,,,,,,
CHEM03,CHEM,AD-125,Chemistry B,,CHEM,148,,5239,Section,,Chemistry B Block - South Wing,B Block - South Wing,Chemistry,B,,,2036 Main Mall,Vancouver,BC,V6T 1Z1
CHEM04,CHEM,AD-125,Chemistry C,,CHEM,144,,3561,Section,,Chemistry C Block - East Wing,C Block - East Wing,Chemistry,C,,,2036 Main Mall,Vancouver,BC,V6T 1Z1
CHEM01,CHEM,AD-125,Chemistry D,RENEW,CHEM,132,,7139,Section,LEED Gold,Chemistry D Block - Centre Wing,D Block - Centre Wing,Chemistry,D,,,2036 Main Mall,Vancouver,BC,V6T 1Z1
CHEM05,CHEM,AD-125,Chemistry E,RENEW,CHEM,136,,2797,Section,LEED Gold,Chemistry E Block - North Wing,E Block - North Wing,Chemistry,E,,,2036 Main Mall,Vancouver,BC,V6T 1Z1
CHEM06,CHEM,AD-125,Chemistry Storage,,,140,,72,Section,,Chemistry Storage,Storage,Chemistry Storage,,,,2036 Main Mall,Vancouver,BC,V6T 1Z1
TRMF08,TRMF,AD-283,TRIUMF - Workshop,,,850,,984,Section,,TRIUMF Workshop,Workshop,TRIUMF,,,,4004 Wesbrook Mall,Vancouver,BC,V6T 2A3
TRMF03,TRMF,AD-283,TRIUMF - Accelerator,,,853,,27015,Section,,TRIUMF Accelerator,Accelerator,TRIUMF,,,,4004 Wesbrook Mall,Vancouver,BC,V6T 2A3
TRMF06,TRMF,AD-283,TRIUMF - Stores Building,,,843,,723,Section,,TRIUMF Stores,Stores,TRIUMF,,,,4004 Wesbrook Mall,Vancouver,BC,V6T 2A3
TRMF01,TRMF,AD-283,TRIUMF - Main Office,,,854,,3264,Section,,TRIUMF Main Office,Main Office,TRIUMF,,,,4004 Wesbrook Mall,Vancouver,BC,V6T 2A3
POWR01,POWR,AD-255,Power House,,,724;725,ADMIN,2448,Section,,,,,,,,,,,
SCSB,SCSB,NOT_JOINED,South Campus Substation - Switchin Station 12KV,,,765,,32,Section,,,,,,,,,,,
TOTM06,TOTM,AD-223,Totem Park 3 - Shuswap,,,565,,9027,Lowrise,,,,,,,,,,,
TOTM04,TOTM,AD-223,Totem Park 6 - Haida,,,540-2,,8666,Lowrise,,,,,,,,,,,
TOTM02,TOTM,AD-223,Totem Park 2 - Dene,,,540-3,,9014,Lowrise,,,,,,,,,,,
TOTM08,TOTM,AD-223,Totem Park 4 - q??l???n House,,,566,,6729,Lowrise,REAP Gold,,,,,,,,,,
TOTM09,TOTM,AD-223,Totem Park 5 - h?m?l?s?m? House,,,567,,9830,Lowrise,REAP Gold,,,,,,,,,,
TOTM01,TOTM,AD-223,Totem Park 1 - Commonsblock,,,540-1,,4664,Section,,,,,,,,,,,
TOTM07,TOTM,AD-223,Totem Park 3 - Kwakiutl,,,565,,9027,Lowrise,,,,,,,,,,,
TOTM03,TOTM,AD-223,Totem Park 2 - Nootka,,,540-3,,9014,Lowrise,,,,,,,,,,,
TOTM05,TOTM,AD-223,Totem Park 6 - Salish,,,540-2,,8666,Lowrise,,,,,,,,,,,
TOTM10,TOTM,AD-223,Totem Park 7 - c??sna??m House,GBA from OSIS,,565;540-2;540-3;566;567;540-1;541,RES,9019,Lowrise,,,,,,,,,,,
STMK02,STMK,AD-78,St. Mark's Chapel,,,829,,880,Section,,,,,,,,,,,
STMK01,STMK,AD-78,St. Mark's College,new GBA taken from spreadsheet,,828,OTHER,1487,,,,,,,,,,,,
BOOK02,BOOK,AD-116,NCE,,,081-2,ADMIN,6893,,,Networks of Centres of Excellence,NCE,Networks of Centres of Excellence,NCE,NCE,,6200 University Boulevard,Vancouver,BC,V6T 1Z4
BOOK01,BOOK,AD-116,UBC Bookstore,,,081,ADMIN,6893,,,,,,,,,,,,
TRMF02,TRMF,AD-283,TRIUMF - ARIEL,,,845,,3638,Section,,TRIUMF Ariel,Ariel,TRIUMF,,,,4004 Wesbrook Mall,Vancouver,BC,V6T 2A3
OSBO01,OSBO,AD-183,Osborne Centre - Unit 1,,OSBO,430,,3438,Section,,Osborne Unit 1,Unit 1,Osborne Centre,Unit 1,,,6108 Thunderbird Boulevard,Vancouver,BC,V6T 1Z3
OSBO02,OSBO,AD-183,Osborne Centre - Unit 2,,OSBO,431,,2740,Section,,Osborne Unit 2,Unit 2,Osborne Centre,Unit 2,Osborne 2,OSBO,6108 Thunderbird Boulevard,Vancouver,BC,V6T 1Z3
TRMF05,TRMF,AD-283,TRIUMF - ISAC 2,,,847-1,,5958,Section,,TRIUMF ISAC2,ISAC2,TRIUMF,Isotope Separator Accelerator 2,ISAC2,,4004 Wesbrook Mall,Vancouver,BC,V6T 2A3
TENN02,TENN,AD-184,Tennis Centre - Bubble,,,432,,2409,Section,,,,,,,,,,,
TRMF04,TRMF,AD-283,TRIUMF - ISAC 1,,,847,,14681,Section,,TRIUMF ISAC1,ISAC1,TRIUMF,Isotope Separator Accelerator 1,ISAC1,,4004 Wesbrook Mall,Vancouver,BC,V6T 2A3
TRMF09,TRMF,AD-283,TRIUMF - Badge Room,,,854-2,,26,Section,,TRIUMF Badge,Badge,TRIUMF,,,,4004 Wesbrook Mall,Vancouver,BC,V6T 2A3
BRCK03,BRCK,AD-121,Brock Hall Annex,,BRKX,113,ARTS,2100,Section,,Brock Hall Annex,Brock Hall Annex,Brock Hall,Annex,,,1874 East Mall,Vancouver,BC,V6T 1Z1
TRMF07,TRMF,AD-283,TRIUMF - Compressor Building,,,842,,511,Section,,TRIUMF Compressor,Compressor,TRIUMF,,,,4004 Wesbrook Mall,Vancouver,BC,V6T 2A3
CCSB08,CCSB,AD-147,Child Care Services - Acadia,,,207,,,,,Discovery Child Care,Discovery,Child Care Services,Discovery,CCS3,,5620 Osoyoos Crescent,Vancouver,BC,V6T 2E6
CCSB07,CCSB,AD-146,Child Care Services - Sandpiper/Auklet,,,206,,,,,Sitka Child Care,Sitka,Child Care Services,Sitka,CCS3,,5620 Osoyoos Crescent,Vancouver,BC,V6T 2E6
TRMF10,TRMF,AD-283,TRIUMF - Trailer HH & FF,,,854-1,,,Section,,,,,,,,,,,
TRMF11,TRMF,AD-283,TRIUMF - Accelerator Trailer,,,853-3,,,Section,,,,,,,,,,,
CCSB06,CCSB,AD-144,Child Care Services - Kittiwake/Salal,,,205,,,,,Canada Goose Child Care,Canada Goose,Child Care Services,Canada Goose,CCS2,,5660 Osoyoos Crescent,Vancouver,BC,V6T 2E6
CCSB02,CCSB,AD-138,Child Care Services - Summer of 73/Lilliput,,,200,,,,,Sandpiper Child Care,Sandpiper,Child Care Services,Sandpiper,CCS2,,2805 Revelstoke Court,Vancouver,BC,V6T 1S1
CCSB05,CCSB,AD-139,Child Care Services - Tillicum/Canada Goose,,,201,,,,,Tillicum Child Care,Tillicum,Child Care Services,Tillicum,CCS2,,5660 Osoyoos Crescent,Vancouver,BC,V6T 2E6
CCSB04,CCSB,AD-140,Child Care Services - Sitka/Discovery,,,202,,,,,Salal Child Care,Salal,Child Care Services,Salal,CCS1,,5655 Osoyoos Crescent,Vancouver,BC,V6T 1S1
CCSB03,CCSB,AD-141,Child Care Services - Little Goslings/Coho,,,203,,,,,Kittiwake Child Care,Kittiwake,Child Care Services,Kittiwake,CCS1,,2815 Revelstoke Court,Vancouver,BC,V6T 1S1
CCSB01,CCSB,AD-142,Child Care Services - Little Raven/Pacific Spirit,,,204,,,,,Auklet Child Care,Auklet,Child Care Services,Auklet,CCS2,,5615 Osoyoos Crescent,Vancouver,BC,V6T 1S1
CEML02,CEML,AD-207,Engineering High Head Room Laboratory,,CEME,511,APSC,145,Section,,,,,,,,,,,
CEML03,CEML,AD-154,Earthquake Engineering Research Facility,,CEME,305,APSC,753,Section,,,,,,,,,,,
UNSB01,UNSB,AD-246,University Services Building,USB non childcare GBA 11367 m,,641,,11367,Section,,Caribou Child Card,Caribou,USB,,,,2329 West Mall,Vancouver,BC,V6T 1Z4
UNSB02,UNSB,AD-246,Building Operations Storage Shed,,,646,ADMIN,992,Section,,,,,,,,,,,
TRMF12,TRMF,AD-283,TRIUMF - Equipment Marque,,,843-7,,,Section,,,,,,,,,,,
TRMF16,TRMF,AD-283,TRIUMF - Liquid Helium Storage,,,843-1,,,Section,,,,,,,,,,,
TRMF17,TRMF,AD-283,TRIUMF - Trailer RR,,,843-4,,,Section,,,,,,,,,,,
TRMF18,TRMF,AD-283,TRIUMF - Plant Storage,,,850-3,,,Section,,,,,,,,,,,
TRMF19,TRMF,AD-283,TRIUMF - Machine Shop Materials,,,850-4,,,Section,,,,,,,,,,,
TRMF20,TRMF,AD-283,TRIUMF - Trailer PP,,,850-2,,,Section,,,,,,,,,,,
TRMF21,TRMF,AD-283,TRIUMF - Trailer MM,,,842-8,,,Section,,,,,,,,,,,
TRMF22,TRMF,AD-283,TRIUMF - Experiment Develoment Shed,,,842-3,,,Section,,,,,,,,,,,
TRMF23,TRMF,AD-283,TRIUMF - Nina Storage Shelter,,,843-5,,,Section,,,,,,,,,,,
TRMF24,TRMF,AD-283,TRIUMF - Trailer LL,,,843-6,,,Section,,,,,,,,,,,
TRMF13,TRMF,AD-283,TRIUMF - Recycling Marque,,,842-4,,,Section,,,,,,,,,,,
TRMF14,TRMF,AD-283,TRIUMF - Trailer AA,,,842-6,,,Section,,,,,,,,,,,
TRMF15,TRMF,AD-283,TRIUMF - Hazardous Storage,,,842-1,,,Section,,,,,,,,,,,
TRMF25,TRMF,AD-283,TRIUMF - Trailer GG,,,850-1,,,Section,,,,,,,,,,,
TRMF26,TRMF,AD-283,TRIUMF - Trailer A,,,842-7,,,Section,,,,,,,,,,,
TRMF27,TRMF,AD-283,TRIUMF - Trailer Q,,,843-2,,,Section,,,,,,,,,,,
TRMF28,TRMF,AD-283,TRIUMF - Trailer SS,,,842-5,,,Section,,,,,,,,,,,
PNCW03,PNCW,AD-129,Ponderosa Commons West - Maple House,,,904,,17402,Lowrise,LEED Gold,Arbutus House,Arbutus,Ponderosa Commons,Arbutus,,,6488 University Boulevard,Vancouver,BC,V6T 1Z4
PNCW04,PNCW,AD-129,Ponderosa Commons West - Arbutus House,,,904,,17402,Highrise,LEED Gold,Maple House,Maple,Ponderosa Commons,Maple,,,6488 University Boulevard,Vancouver,BC,V6T 1Z4
PNCN05,PNCN,AD-85,Ponderosa Commons North - Cedar House,,PCOH,905,,26516,Highrise,LEED Gold,Cedar House,Cedar,Ponderosa Commons,Cedar,,,2075 West Mall,Vancouver,BC,V6T 1Z2
PNCE02,PNCE,AD-83,Ponderosa Commons East - Spruce House,,,903,,10177,Highrise,LEED Gold,Spruce House,Spruce,Ponderosa Commons,Spruce,,,2118 West Mall,Vancouver,BC,V6T 1Z4
PNCE01,PNCE,AD-303,Ponderosa Commons East - Audain Art Centre,,AAC,903,,10177,Section,LEED Gold,Audain Art Centre,Audain Art Centre,Ponderosa Commons,Audain Art Centre,,,2118 West Mall,Vancouver,BC,V6T 1Z4
PNCN06,PNCN,AD-87,Ponderosa Commons North - Oak House,,PCOH,905,,26516,Lowrise,LEED Gold,Cedar House,Cedar,Ponderosa Commons,Cedar,,,6445 University Boulevard,Vancouver,BC,V6T 1Z2
TFPB01,TFPB,AD-103,Theatre-Film Production Building,,TFPB,036,<Null>,772,Section,,,,Theatre Film,,,TFPB,6358 University Boulevard,Vancouver,BC,V6T 1Z4
TFPB02,TFPB,AD-103,Theatre-Film Production Building - Annex,,TFPX,036-1,<Null>,772,Section,,Theatre Film Annex,Annex,Theatre Film,,,TFPB,6358 University Boulevard,Vancouver,BC,V6T 1Z4
ORCH01,ORCH,AD-24,Orchard Commons - Vantage College,,ORCH,557,,,Section,LEED Gold,UBC Vantage College,UBC Vantage College,Orchard Commons,Vantage College,,,6363 Agronomy Road,Vancouver,BC,V6T 1Z4
ORCH02,ORCH,AD-24,Orchard Commons - Bartlett House,,ORCH,557,,,Highrise,LEED Gold,Bartlett House,Bartlett,Orchard Commons,Bartlett,,,2362 West Mall,Vancouver,BC,V6T 1Z4
ORCH03,ORCH,AD-24,Orchard Commons - Braeburn House,,ORCH,557,,,Highrise,LEED Gold,Braeburn House,Braeburn,Orchard Commons,Braeburn,,,6363 Agronomy Road,Vancouver,BC,V6T 1Z4
CEML01,CEML,AD-156,Civil and Mechanical Engineering Labs,,CEME,307;309,APSC,4719,Section,,,,,,,,,,,
STMD04,STMD,AD-516,St. Mark's Duplex 8,,,827-8,,,Townhouses,,,,,,,,,,,
COST02,COST,AD-280,Coast Apartment West,,,832-1,,,Lowrise,REAP Bronze,,,Coast,,,,6093 Iona Drive,Vancouver,BC,V6T 0B2
STAH04,STAH,AD-275,St. Andrew's Walker House,,,817-2,,,Lowrise,,Walker House - Block B,Walker,St. Andrew's Hall,Walker (B),,,6040 Iona Drive,Vancouver,BC,V6T 2E8
LAUR02,LAUR,AD-233,The Laureates - Apartment,,,589-2;589-1,,0,Lowrise,,,,,,,,,,,
COST01,COST,AD-280,Coast Apartment East,,,832-2,,,Lowrise,REAP Bronze,,,Coast,,,,6093 Iona Drive,Vancouver,BC,V6T 0B2
STAH03,STAH,AD-275,St. Andrew's Lennox House,,,817-3,,,Lowrise,,Lennox House - Block C,Lennox,St. Andrew's Hall,Lennox (C),,,6040 Iona Drive,Vancouver,BC,V6T 2E8
STAH02,STAH,AD-275,St. Andrew's Ross,,,817-1,,,Lowrise,,Ross & McLean House  - Block A,Ross & McLean,St. Andrew's Hall,Ross & McLean (A),,,6040 Iona Drive,Vancouver,BC,V6T 2E8
STAH01,STAH,AD-275,St. Andrews Hall,,,817-4,,,Section,LEED Gold,,,,,,,,,,
GRNC08,GRNC,AD-5,Green College Kitchen,,,414,,50,Section,,Green College Kitchen/Laundry Building,Kitchen/Laundry,Green College,,,,6201 Cecil Green Park Road,Vancouver,BC,V6T 1Z1
GRNC01,GRNC,AD-5,Green College Admin,,,418,,187,Section,,Adminstration Building F,Adminstration - F,Green College,F,,,6201 Cecil Green Park Road,Vancouver,BC,V6T 1Z1
BOTG02,BOTG,AD-120,Botanical Garden Reception/Education,,,099,,294,Section,,Botanical Garden Reception Centre,Reception Centre,Botanical Garden,Reception Centre,,,6804 SW Marine Drive,Vancouver,BC,V6T 1Z4
BOTG03,BOTG,AD-120,Botanical Garden Campbell Building,,,098,,586,Section,,Botanical Garden Campbell Building (Admin) ,Campbell Building (Admin) ,Botanical Garden,,,,6804 SW Marine Drive,Vancouver,BC,V6T 1Z4
FNLH02,FNLH,AD-165,First Nations Longhouse,Longhouse GBA 1919 m,FNLH,337,,1919,Section,,,,,,,,,,,
FNLH03,FNLH,AD-165,First Nations Longhouse Gazebo,,FNLH,337,,2157,Section,,,,,,,,,,,
FOLI17,FOLI,AD-77,Folio Apartments,,,825,,,Lowrise,,,,,,,,,,,
FOLI05,FOLI,AD-322,Folio Duplex 1,Remove 'duplex' from the short names,,827-1,,,Townhouses,,,,,,,,,,,
FOLI04,FOLI,AD-322,Folio Duplex 2,,,827-2,,,Townhouses,,,,,,,,,,,
